user_id,ndcg_A,ndcg_B,delta
129,0.0,1.0,1.0
130,0.0,0.3010299956639812,0.3010299956639812
131,0.0,0.6309297535714575,0.6309297535714575
132,0.0,0.31546487678572877,0.31546487678572877
133,0.0,0.0,0.0
134,0.0,0.0,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.43067655807339306,0.43067655807339306
138,0.0,0.2890648263178879,0.2890648263178879
139,0.0,0.0,0.0
140,0.0,1.0,1.0
141,0.0,0.6309297535714575,0.6309297535714575
142,0.0,1.0,1.0
143,0.0,0.0,0.0
144,0.0,0.43067655807339306,0.43067655807339306
145,1.0,0.0,-1.0
146,0.0,0.0,0.0
147,0.3562071871080222,0.0,-0.3562071871080222
148,0.0,0.2890648263178879,0.2890648263178879
149,0.0,0.0,0.0
150,0.0,0.31546487678572877,0.31546487678572877
151,0.0,1.0,1.0
152,0.0,0.0,0.0
153,0.0,0.5,0.5
154,0.0,0.3333333333333333,0.3333333333333333
155,0.0,0.6309297535714575,0.6309297535714575
156,1.0,0.3010299956639812,-0.6989700043360187
157,0.0,0.0,0.0
158,0.0,1.0,1.0
159,0.0,0.0,0.0
160,0.0,0.2890648263178879,0.2890648263178879
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,1.0,1.0
164,0.0,0.0,0.0
165,0.0,1.0,1.0
166,0.0,1.0,1.0
167,0.0,0.0,0.0
168,0.0,0.3010299956639812,0.3010299956639812
169,0.31546487678572877,0.3333333333333333,0.01786845654760455
170,0.0,0.0,0.0
171,0.0,1.0,1.0
172,0.0,0.3333333333333333,0.3333333333333333
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,1.0,1.0
177,0.6309297535714575,1.0,0.36907024642854247
178,0.0,1.0,1.0
179,0.0,0.0,0.0
180,0.0,0.3333333333333333,0.3333333333333333
181,0.0,0.0,0.0
182,0.0,0.6309297535714575,0.6309297535714575
183,0.0,0.3562071871080222,0.3562071871080222
184,0.0,1.0,1.0
185,0.0,0.3333333333333333,0.3333333333333333
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.43067655807339306,0.43067655807339306
190,0.0,0.6309297535714575,0.6309297535714575
191,0.6309297535714575,1.0,0.36907024642854247
192,0.0,0.3010299956639812,0.3010299956639812
193,0.0,0.6309297535714575,0.6309297535714575
194,0.0,0.6309297535714575,0.6309297535714575
195,0.0,0.3562071871080222,0.3562071871080222
196,0.0,1.0,1.0
197,0.0,1.0,1.0
198,0.0,0.6309297535714575,0.6309297535714575
199,0.0,0.0,0.0
200,0.0,0.43067655807339306,0.43067655807339306
201,0.0,0.0,0.0
202,0.0,1.0,1.0
203,0.0,0.0,0.0
204,0.0,0.3333333333333333,0.3333333333333333
205,0.0,0.0,0.0
206,0.0,0.5,0.5
207,0.0,0.0,0.0
208,0.0,0.6309297535714575,0.6309297535714575
209,0.0,1.0,1.0
210,0.5,1.0,0.5
211,0.0,0.0,0.0
212,0.0,0.5,0.5
213,0.0,1.0,1.0
214,0.0,0.0,0.0
215,0.0,0.6309297535714575,0.6309297535714575
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.38685280723454163,0.6309297535714575,0.2440769463369159
219,0.0,0.5,0.5
220,0.0,0.3333333333333333,0.3333333333333333
221,0.3562071871080222,0.0,-0.3562071871080222
222,0.0,0.3333333333333333,0.3333333333333333
223,0.0,0.6309297535714575,0.6309297535714575
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.43067655807339306,0.43067655807339306
227,0.0,1.0,1.0
228,0.0,0.0,0.0
229,0.0,0.3010299956639812,0.3010299956639812
230,0.0,1.0,1.0
231,0.0,0.6309297535714575,0.6309297535714575
232,0.0,0.38685280723454163,0.38685280723454163
233,0.43067655807339306,0.2890648263178879,-0.14161173175550518
234,0.5,0.3333333333333333,-0.16666666666666669
235,0.0,0.0,0.0
236,0.0,0.5,0.5
237,0.0,0.3333333333333333,0.3333333333333333
238,0.0,0.0,0.0
239,0.0,0.6309297535714575,0.6309297535714575
240,0.0,0.0,0.0
241,0.0,0.43067655807339306,0.43067655807339306
242,0.43067655807339306,0.5,0.06932344192660694
243,0.0,0.0,0.0
244,0.0,0.6309297535714575,0.6309297535714575
245,0.0,0.43067655807339306,0.43067655807339306
246,0.0,0.5,0.5
247,0.43067655807339306,0.0,-0.43067655807339306
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,1.0,1.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,1.0,1.0
256,0.0,0.6309297535714575,0.6309297535714575
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.5,0.5
261,0.0,0.0,0.0
262,0.0,0.43067655807339306,0.43067655807339306
263,0.0,0.3333333333333333,0.3333333333333333
264,0.0,0.6309297535714575,0.6309297535714575
265,0.0,0.31546487678572877,0.31546487678572877
266,0.0,1.0,1.0
267,0.43067655807339306,0.0,-0.43067655807339306
268,0.0,1.0,1.0
269,0.0,1.0,1.0
270,0.0,1.0,1.0
271,0.0,0.6309297535714575,0.6309297535714575
272,0.0,0.0,0.0
273,0.0,1.0,1.0
274,0.0,0.0,0.0
275,0.0,0.5,0.5
276,0.0,0.3562071871080222,0.3562071871080222
277,0.0,0.0,0.0
278,0.5,1.0,0.5
279,0.0,0.6309297535714575,0.6309297535714575
280,0.3562071871080222,0.3010299956639812,-0.055177191444040985
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.31546487678572877,0.31546487678572877
284,0.0,0.0,0.0
285,0.0,0.31546487678572877,0.31546487678572877
286,0.0,0.0,0.0
287,1.0,0.0,-1.0
288,0.3010299956639812,0.5,0.1989700043360188
289,0.0,0.0,0.0
290,0.0,1.0,1.0
291,0.0,0.2890648263178879,0.2890648263178879
292,0.0,0.3562071871080222,0.3562071871080222
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.3333333333333333,0.3333333333333333
296,0.0,1.0,1.0
297,0.0,0.0,0.0
298,0.0,1.0,1.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,1.0,1.0
302,0.0,0.0,0.0
303,0.0,1.0,1.0
304,0.0,0.3010299956639812,0.3010299956639812
305,0.0,0.0,0.0
306,0.0,0.31546487678572877,0.31546487678572877
307,0.0,1.0,1.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,1.0,1.0
311,0.0,0.43067655807339306,0.43067655807339306
312,0.0,0.3010299956639812,0.3010299956639812
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.2890648263178879,1.0,0.7109351736821121
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.2890648263178879,0.2890648263178879
320,0.43067655807339306,1.0,0.5693234419266069
321,0.0,0.3562071871080222,0.3562071871080222
322,0.0,0.0,0.0
323,0.0,0.38685280723454163,0.38685280723454163
324,0.0,1.0,1.0
325,0.0,0.0,0.0
326,0.0,1.0,1.0
327,0.0,0.0,0.0
328,0.0,0.6309297535714575,0.6309297535714575
329,0.0,0.6309297535714575,0.6309297535714575
330,0.3333333333333333,1.0,0.6666666666666667
331,0.0,1.0,1.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.5,0.5
338,0.0,0.3010299956639812,0.3010299956639812
339,0.0,0.5,0.5
340,0.0,0.2890648263178879,0.2890648263178879
341,0.0,1.0,1.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.2890648263178879,0.2890648263178879
345,0.38685280723454163,0.0,-0.38685280723454163
346,0.0,0.5,0.5
347,0.0,0.6309297535714575,0.6309297535714575
348,0.0,0.0,0.0
349,0.3010299956639812,0.0,-0.3010299956639812
350,0.0,0.0,0.0
351,0.3333333333333333,0.5,0.16666666666666669
352,0.0,0.5,0.5
353,0.0,0.3010299956639812,0.3010299956639812
354,1.0,0.43067655807339306,-0.5693234419266069
355,0.3010299956639812,0.6309297535714575,0.32989975790747633
356,0.0,0.0,0.0
357,0.6309297535714575,0.0,-0.6309297535714575
358,0.0,0.2890648263178879,0.2890648263178879
359,0.0,0.3333333333333333,0.3333333333333333
360,0.0,1.0,1.0
361,0.0,0.0,0.0
362,0.0,0.31546487678572877,0.31546487678572877
363,0.0,0.0,0.0
364,0.3562071871080222,0.6309297535714575,0.27472256646343535
365,0.0,0.0,0.0
366,0.0,1.0,1.0
367,0.0,0.2890648263178879,0.2890648263178879
368,0.0,0.0,0.0
369,0.0,0.3562071871080222,0.3562071871080222
370,0.0,1.0,1.0
371,0.2890648263178879,0.6309297535714575,0.34186492725356965
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.2890648263178879,0.2890648263178879
377,0.0,1.0,1.0
378,0.0,0.0,0.0
379,0.0,1.0,1.0
380,0.0,1.0,1.0
381,0.0,0.0,0.0
382,0.0,0.2890648263178879,0.2890648263178879
383,0.0,0.0,0.0
384,0.0,1.0,1.0
385,0.0,0.5,0.5
386,0.0,0.6309297535714575,0.6309297535714575
387,0.0,1.0,1.0
388,0.0,1.0,1.0
389,0.0,0.0,0.0
390,0.3010299956639812,0.0,-0.3010299956639812
391,0.0,0.3562071871080222,0.3562071871080222
392,0.0,0.5,0.5
393,0.0,0.6309297535714575,0.6309297535714575
394,0.31546487678572877,0.0,-0.31546487678572877
395,0.0,0.6309297535714575,0.6309297535714575
396,0.0,0.0,0.0
397,0.43067655807339306,0.0,-0.43067655807339306
398,1.0,0.38685280723454163,-0.6131471927654584
399,0.0,1.0,1.0
400,0.0,1.0,1.0
401,0.0,1.0,1.0
402,0.0,0.6309297535714575,0.6309297535714575
403,0.0,1.0,1.0
404,0.0,0.0,0.0
405,0.0,0.31546487678572877,0.31546487678572877
406,0.0,0.5,0.5
407,0.0,0.6309297535714575,0.6309297535714575
408,0.0,0.31546487678572877,0.31546487678572877
409,0.0,0.0,0.0
410,0.0,0.6309297535714575,0.6309297535714575
411,0.2890648263178879,0.6309297535714575,0.34186492725356965
412,1.0,0.0,-1.0
413,0.0,0.43067655807339306,0.43067655807339306
414,0.0,0.0,0.0
415,0.0,0.0,0.0
416,0.38685280723454163,0.0,-0.38685280723454163
417,0.0,0.6309297535714575,0.6309297535714575
418,0.0,0.2890648263178879,0.2890648263178879
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.5,0.5
422,0.0,0.3562071871080222,0.3562071871080222
423,0.5,0.0,-0.5
424,0.0,0.0,0.0
425,0.0,0.38685280723454163,0.38685280723454163
426,0.0,0.0,0.0
427,0.0,1.0,1.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,1.0,1.0
431,0.0,1.0,1.0
432,0.0,0.43067655807339306,0.43067655807339306
433,0.0,0.0,0.0
434,0.0,0.6309297535714575,0.6309297535714575
435,1.0,0.5,-0.5
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.6309297535714575,0.6309297535714575
439,0.0,1.0,1.0
440,0.0,0.0,0.0
441,0.0,1.0,1.0
442,0.0,1.0,1.0
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.0,0.0
446,0.0,0.0,0.0
447,0.0,0.6309297535714575,0.6309297535714575
448,0.5,1.0,0.5
449,0.3333333333333333,0.5,0.16666666666666669
450,0.0,0.0,0.0
451,0.0,1.0,1.0
452,0.0,0.0,0.0
453,0.0,0.3562071871080222,0.3562071871080222
454,0.0,0.3333333333333333,0.3333333333333333
455,0.0,1.0,1.0
456,0.0,0.43067655807339306,0.43067655807339306
457,0.0,0.0,0.0
458,0.0,1.0,1.0
459,0.0,0.6309297535714575,0.6309297535714575
460,0.0,1.0,1.0
461,0.0,0.6309297535714575,0.6309297535714575
462,0.0,0.0,0.0
463,0.0,1.0,1.0
464,0.0,0.6309297535714575,0.6309297535714575
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.6309297535714575,0.5,-0.13092975357145753
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,1.0,1.0
471,0.0,0.6309297535714575,0.6309297535714575
472,0.0,0.0,0.0
473,0.0,0.6309297535714575,0.6309297535714575
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.38685280723454163,0.38685280723454163
477,0.0,0.0,0.0
478,0.0,0.5,0.5
479,0.0,0.3562071871080222,0.3562071871080222
480,0.0,0.43067655807339306,0.43067655807339306
481,0.0,0.0,0.0
482,0.0,1.0,1.0
483,0.0,0.5,0.5
484,0.0,0.0,0.0
485,0.0,0.6309297535714575,0.6309297535714575
486,0.0,0.0,0.0
487,0.0,0.6309297535714575,0.6309297535714575
488,0.0,0.0,0.0
489,0.0,0.0,0.0
490,0.0,0.0,0.0
491,0.0,0.6309297535714575,0.6309297535714575
492,0.0,0.0,0.0
493,0.0,0.0,0.0
494,0.0,0.6309297535714575,0.6309297535714575
495,0.0,0.5,0.5
496,0.0,0.2890648263178879,0.2890648263178879
497,0.0,0.43067655807339306,0.43067655807339306
498,0.0,0.6309297535714575,0.6309297535714575
499,0.0,0.0,0.0
500,0.0,0.0,0.0
501,0.0,1.0,1.0
502,0.0,0.5,0.5
503,0.0,0.0,0.0
504,0.3562071871080222,0.0,-0.3562071871080222
505,0.0,0.0,0.0
506,0.0,1.0,1.0
507,0.0,0.6309297535714575,0.6309297535714575
508,0.0,0.43067655807339306,0.43067655807339306
509,0.0,0.31546487678572877,0.31546487678572877
510,0.0,0.0,0.0
511,0.0,0.5,0.5
512,0.0,1.0,1.0
513,0.0,0.0,0.0
514,0.0,1.0,1.0
515,0.0,0.0,0.0
516,0.0,1.0,1.0
517,0.0,0.0,0.0
518,0.0,0.0,0.0
519,0.0,0.6309297535714575,0.6309297535714575
520,0.0,1.0,1.0
521,0.38685280723454163,0.31546487678572877,-0.07138793044881286
522,0.0,0.0,0.0
523,0.0,1.0,1.0
524,0.0,1.0,1.0
525,0.0,0.2890648263178879,0.2890648263178879
526,0.0,0.0,0.0
527,0.0,0.5,0.5
528,0.0,0.43067655807339306,0.43067655807339306
529,0.2890648263178879,0.0,-0.2890648263178879
530,0.0,0.43067655807339306,0.43067655807339306
531,0.0,0.31546487678572877,0.31546487678572877
532,0.0,1.0,1.0
533,0.0,0.38685280723454163,0.38685280723454163
534,0.0,0.6309297535714575,0.6309297535714575
535,0.0,0.3010299956639812,0.3010299956639812
536,0.0,0.0,0.0
537,0.0,0.3333333333333333,0.3333333333333333
538,0.0,0.31546487678572877,0.31546487678572877
539,0.0,0.3562071871080222,0.3562071871080222
540,0.0,0.6309297535714575,0.6309297535714575
541,0.0,1.0,1.0
542,0.0,0.0,0.0
543,0.0,0.5,0.5
544,0.0,0.31546487678572877,0.31546487678572877
545,0.0,0.0,0.0
546,0.0,0.0,0.0
547,0.0,0.0,0.0
548,0.0,1.0,1.0
549,0.0,0.0,0.0
550,0.0,0.0,0.0
551,0.0,0.43067655807339306,0.43067655807339306
552,0.3333333333333333,0.3333333333333333,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,0.0,1.0,1.0
556,0.0,1.0,1.0
557,0.0,0.0,0.0
558,0.0,0.38685280723454163,0.38685280723454163
559,0.2890648263178879,0.5,0.21093517368211212
560,0.0,0.0,0.0
561,0.0,0.0,0.0
562,0.0,0.0,0.0
563,0.0,0.0,0.0
564,0.0,1.0,1.0
565,0.0,0.0,0.0
566,0.0,0.31546487678572877,0.31546487678572877
567,0.0,0.0,0.0
568,0.0,0.0,0.0
569,0.0,0.38685280723454163,0.38685280723454163
570,0.0,1.0,1.0
571,0.0,0.0,0.0
572,0.0,1.0,1.0
573,0.0,0.5,0.5
574,0.3333333333333333,0.38685280723454163,0.053519473901208314
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.0,0.0,0.0
579,0.0,0.6309297535714575,0.6309297535714575
580,0.0,1.0,1.0
581,0.0,0.2890648263178879,0.2890648263178879
582,0.0,0.0,0.0
583,0.0,1.0,1.0
584,0.0,0.0,0.0
585,0.0,1.0,1.0
586,0.0,0.0,0.0
587,0.0,0.0,0.0
588,0.5,1.0,0.5
589,0.0,0.3562071871080222,0.3562071871080222
590,0.6309297535714575,0.38685280723454163,-0.2440769463369159
591,0.0,0.0,0.0
592,0.0,0.6309297535714575,0.6309297535714575
593,0.0,0.3562071871080222,0.3562071871080222
594,0.0,0.0,0.0
595,0.0,0.6309297535714575,0.6309297535714575
596,0.0,0.3333333333333333,0.3333333333333333
597,0.0,0.43067655807339306,0.43067655807339306
598,0.0,0.3333333333333333,0.3333333333333333
599,0.0,0.43067655807339306,0.43067655807339306
600,0.0,0.3562071871080222,0.3562071871080222
